Pose_1,Pose_2,Pose_3,Pose_4,Pose_5,Pose_6
0,0,0,-0.329,0.756204981985586,0.5
0,0,0,-0.326,0.746086874487212,0.5
0,0,0,-0.323,0.732726136343907,0.5
0,0,0,-0.32,0.7,0.5
0,0,0,-0.32,0.7,0.5
0,0,0,-0.323,0.667273863656093,0.5
0,0,0,-0.326,0.653913125512788,0.5
0,0,0,-0.329,0.643795018014414,0.5
0,0,0,-0.332,0.635378022314386,0.5
0,0,0,-0.335,0.628062527150309,0.5
0,0,0,-0.338,0.621539819016268,0.5
0,0,0,-0.341,0.615625833337448,0.5
0,0,0,-0.344,0.610200222717425,0.5
0,0,0,-0.347,0.605179116224325,0.5
0,0,0,-0.35,0.600501256289338,0.5
0,0,0,-0.353,0.596120261840915,0.5
0,0,0,-0.356,0.592,0.5
0,0,0,-0.359,0.588111662806171,0.5
0,0,0,-0.362,0.584431838294451,0.5
0,0,0,-0.365,0.580941191002093,0.5
0,0,0,-0.368,0.577623531673773,0.5
0,0,0,-0.371,0.574465144282554,0.5
0,0,0,-0.374,0.571454288286229,0.5
0,0,0,-0.377,0.568580823317143,0.5
0,0,0,-0.38,0.565835921350013,0.5
0,0,0,-0.383,0.563211842617864,0.5
0,0,0,-0.386,0.560701758805073,0.5
0,0,0,-0.389,0.558299611856565,0.5
0,0,0,-0.392,0.556,0.5
0,0,0,-0.395,0.553798084827866,0.5
0,0,0,-0.398,0.551689514868301,0.5
0,0,0,-0.401,0.549670362203589,0.5
0,0,0,-0.404,0.547737069514606,0.5
0,0,0,-0.407,0.545886405531504,0.5
0,0,0,-0.41,0.544115427318801,0.5
0,0,0,-0.413,0.542421448159973,0.5
0,0,0,-0.416,0.540802010062941,0.5
0,0,0,-0.419,0.539254860104574,0.5
0,0,0,-0.422,0.537777929984851,0.5
0,0,0,-0.425,0.536369318280464,0.5
0,0,0,-0.428,0.53502727498159,0.5
0,0,0,-0.431,0.533750187970031,0.5
0,0,0,-0.434,0.532536571156566,0.5
0,0,0,-0.437,0.531385054043243,0.5
0,0,0,-0.44,0.530294372515228,0.5
0,0,0,-0.443,0.529263360698414,0.5
0,0,0,-0.446,0.52829094374495,0.5
0,0,0,-0.449,0.52737613143021,0.5
0,0,0,-0.452,0.526518012462388,0.5
0,0,0,-0.455,0.525715749420666,0.5
0,0,0,-0.458,0.524968574250222,0.5
0,0,0,-0.461,0.52427578425271,0.5
0,0,0,-0.464,0.523636738519611,0.5
0,0,0,-0.467,0.523050854763296,0.5
0,0,0,-0.47,0.522517606507012,0.5
0,0,0,-0.473,0.522036520600433,0.5
0,0,0,-0.476,0.521607175032178,0.5
0,0,0,-0.479,0.521229197014725,0.5
0,0,0,-0.482,0.520902261320808,0.5
0,0,0,-0.485,0.520626088853479,0.5
0,0,0,-0.488,0.520400445434851,0.5
0,0,0,-0.491,0.520225140801056,0.5
0,0,0,-0.494,0.520100027793221,0.5
0,0,0,-0.497,0.520025001736352,0.5
0,0,0,-0.5,0.52,0.5
0,0,0,-0.503,0.520025001736352,0.5
0,0,0,-0.506,0.520100027793221,0.5
0,0,0,-0.509,0.520225140801056,0.5
0,0,0,-0.512,0.520400445434851,0.5
0,0,0,-0.515,0.520626088853479,0.5
0,0,0,-0.518,0.520902261320808,0.5
0,0,0,-0.521,0.521229197014725,0.5
0,0,0,-0.524,0.521607175032178,0.5
0,0,0,-0.527,0.522036520600433,0.5
0,0,0,-0.53,0.522517606507012,0.5
0,0,0,-0.533,0.523050854763296,0.5
0,0,0,-0.536,0.523636738519611,0.5
0,0,0,-0.539,0.52427578425271,0.5
0,0,0,-0.542,0.524968574250222,0.5
0,0,0,-0.545,0.525715749420666,0.5
0,0,0,-0.548,0.526518012462388,0.5
0,0,0,-0.551,0.52737613143021,0.5
0,0,0,-0.554,0.52829094374495,0.5
0,0,0,-0.557,0.529263360698414,0.5
0,0,0,-0.56,0.530294372515228,0.5
0,0,0,-0.563,0.531385054043243,0.5
0,0,0,-0.566,0.532536571156566,0.5
0,0,0,-0.569,0.533750187970031,0.5
0,0,0,-0.572,0.53502727498159,0.5
0,0,0,-0.575,0.536369318280464,0.5
0,0,0,-0.578,0.537777929984851,0.5
0,0,0,-0.581,0.539254860104574,0.5
0,0,0,-0.584,0.540802010062941,0.5
0,0,0,-0.587,0.542421448159973,0.5
0,0,0,-0.59,0.544115427318801,0.5
0,0,0,-0.593,0.545886405531504,0.5
0,0,0,-0.596,0.547737069514606,0.5
0,0,0,-0.599,0.549670362203589,0.5
0,0,0,-0.602,0.551689514868301,0.5
0,0,0,-0.605,0.553798084827866,0.5
0,0,0,-0.608,0.556,0.5
0,0,0,-0.611,0.558299611856565,0.5
0,0,0,-0.614,0.560701758805073,0.5
0,0,0,-0.617,0.563211842617864,0.5
0,0,0,-0.62,0.565835921350012,0.5
0,0,0,-0.623,0.568580823317143,0.5
0,0,0,-0.626,0.571454288286229,0.5
0,0,0,-0.629,0.574465144282554,0.5
0,0,0,-0.632,0.577623531673773,0.5
0,0,0,-0.635,0.580941191002093,0.5
0,0,0,-0.638,0.584431838294451,0.5
0,0,0,-0.641,0.588111662806171,0.5
0,0,0,-0.644,0.592,0.5
0,0,0,-0.647,0.596120261840915,0.5
0,0,0,-0.65,0.600501256289338,0.5
0,0,0,-0.653,0.605179116224325,0.5
0,0,0,-0.656,0.610200222717425,0.5
0,0,0,-0.659,0.615625833337448,0.5
0,0,0,-0.662,0.621539819016268,0.5
0,0,0,-0.665,0.628062527150309,0.5
0,0,0,-0.668,0.635378022314386,0.5
0,0,0,-0.671,0.643795018014414,0.5
0,0,0,-0.674,0.653913125512788,0.5
0,0,0,-0.677,0.667273863656092,0.5
0,0,0,-0.68,0.69999999543747,0.5
